STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,YEAR_HES_HES_003,Year,DECILE_HES_HES_003,Income group,NZHEC_LEV_HES_HES_003,Expenditure category,MEASURE_HES_HES_003,Measure,OBS_VALUE,Observation value,OBS_STATUS,Observation status
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,13_3,Money given to others (excluding donations),AV_WKLY_AMT,,6.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,13_3,Money given to others (excluding donations),PER_HHLD_REP,,12.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,13_3,Money given to others (excluding donations),SAMPLING_ERROR,,52,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,13_4,Fines,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,13_4,Fines,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,13_5,Expenditure incurred whilst overseas,AV_WKLY_AMT,,16.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,13_5,Expenditure incurred whilst overseas,PER_HHLD_REP,,35.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,13_5,Expenditure incurred whilst overseas,SAMPLING_ERROR,,42,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14,"Sales, trade-ins and refunds",AV_WKLY_AMT,,-61.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14,"Sales, trade-ins and refunds",PER_HHLD_REP,,80.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14,"Sales, trade-ins and refunds",SAMPLING_ERROR,,76,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_1,Sales of clothing and footwear,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_1,Sales of clothing and footwear,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_2,Sales and trade-ins of property and materials for property improvement and maintenance,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_2,Sales and trade-ins of property and materials for property improvement and maintenance,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_3,Sales and trade-ins of household contents,AV_WKLY_AMT,,-2.30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_3,Sales and trade-ins of household contents,PER_HHLD_REP,,5.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_3,Sales and trade-ins of household contents,SAMPLING_ERROR,,165,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_4,"Sales, trade-ins and refunds for health (excluding insurance claims)",AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_4,"Sales, trade-ins and refunds for health (excluding insurance claims)",PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_5,"Sales and trade-ins of vehicles, vehicle parts and accessories",AV_WKLY_AMT,,-35.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_5,"Sales and trade-ins of vehicles, vehicle parts and accessories",PER_HHLD_REP,,16.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_5,"Sales and trade-ins of vehicles, vehicle parts and accessories",SAMPLING_ERROR,,120,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_6,Sales and trade-ins for communication,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_6,Sales and trade-ins for communication,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_7,"Sales, trade-ins and refunds of equipment for recreation and culture",AV_WKLY_AMT,,-5.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_7,"Sales, trade-ins and refunds of equipment for recreation and culture",PER_HHLD_REP,,8.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_7,"Sales, trade-ins and refunds of equipment for recreation and culture",SAMPLING_ERROR,,82,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_8,Refunds for education,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_8,Refunds for education,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_9,"Sales, trade-ins and refunds of miscellaneous goods, cash receipts from insurance claims",AV_WKLY_AMT,,-18.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_9,"Sales, trade-ins and refunds of miscellaneous goods, cash receipts from insurance claims",PER_HHLD_REP,,76.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,14_9,"Sales, trade-ins and refunds of miscellaneous goods, cash receipts from insurance claims",SAMPLING_ERROR,,116,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,98,Total,AV_WKLY_AMT,,1873.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,98,Total,PER_HHLD_REP,,100.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,10,Income group 10,98,Total,SAMPLING_ERROR,,15,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01,Food,AV_WKLY_AMT,,88.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01,Food,PER_HHLD_REP,,98.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01,Food,SAMPLING_ERROR,,16,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_1,Fruit and vegetables,AV_WKLY_AMT,,13.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_1,Fruit and vegetables,PER_HHLD_REP,,90.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_1,Fruit and vegetables,SAMPLING_ERROR,,18,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_2,"Meat, poultry and fish",AV_WKLY_AMT,,13.50,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_2,"Meat, poultry and fish",PER_HHLD_REP,,81.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_2,"Meat, poultry and fish",SAMPLING_ERROR,,25,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_3,Grocery food,AV_WKLY_AMT,,44.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_3,Grocery food,PER_HHLD_REP,,97.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_3,Grocery food,SAMPLING_ERROR,,16,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_4,Non-alcoholic beverages,AV_WKLY_AMT,,4.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_4,Non-alcoholic beverages,PER_HHLD_REP,,76.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_4,Non-alcoholic beverages,SAMPLING_ERROR,,27,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_5,Restaurant meals and ready-to-eat food,AV_WKLY_AMT,,12.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_5,Restaurant meals and ready-to-eat food,PER_HHLD_REP,,68.2,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,01_5,Restaurant meals and ready-to-eat food,SAMPLING_ERROR,,27,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,02,"Alcoholic beverages, tobacco and illicit drugs",AV_WKLY_AMT,,13.30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,02,"Alcoholic beverages, tobacco and illicit drugs",PER_HHLD_REP,,51.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,02,"Alcoholic beverages, tobacco and illicit drugs",SAMPLING_ERROR,,29,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,02_1,Alcoholic beverages,AV_WKLY_AMT,,8.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,02_1,Alcoholic beverages,PER_HHLD_REP,,43.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,02_1,Alcoholic beverages,SAMPLING_ERROR,,31,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,02_2,Cigarettes and tobacco,AV_WKLY_AMT,,4.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,02_2,Cigarettes and tobacco,PER_HHLD_REP,,19.7,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,02_2,Cigarettes and tobacco,SAMPLING_ERROR,,38,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,02_3,Illicit drugs,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,02_3,Illicit drugs,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,03,Clothing and footwear,AV_WKLY_AMT,,12.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,03,Clothing and footwear,PER_HHLD_REP,,37.6,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,03,Clothing and footwear,SAMPLING_ERROR,,34,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,03_1,Clothing,AV_WKLY_AMT,,10.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,03_1,Clothing,PER_HHLD_REP,,36.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,03_1,Clothing,SAMPLING_ERROR,,36,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,03_2,Footwear,AV_WKLY_AMT,,1.80,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,03_2,Footwear,PER_HHLD_REP,,8.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,03_2,Footwear,SAMPLING_ERROR,,61,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04,Housing and household utilities,AV_WKLY_AMT,,134.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04,Housing and household utilities,PER_HHLD_REP,,99.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04,Housing and household utilities,SAMPLING_ERROR,,24,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_1,Actual rentals for housing,AV_WKLY_AMT,,55.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_1,Actual rentals for housing,PER_HHLD_REP,,36.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_1,Actual rentals for housing,SAMPLING_ERROR,,31,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_2,Home ownership,AV_WKLY_AMT,,21.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_2,Home ownership,PER_HHLD_REP,,20.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_2,Home ownership,SAMPLING_ERROR,,108,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_3,Property maintenance,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_3,Property maintenance,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_4,Property rates and related services,AV_WKLY_AMT,,19.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_4,Property rates and related services,PER_HHLD_REP,,68.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_4,Property rates and related services,SAMPLING_ERROR,,20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_5,Household energy,AV_WKLY_AMT,,28.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_5,Household energy,PER_HHLD_REP,,95.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_5,Household energy,SAMPLING_ERROR,,15,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_6,Other housing expenses,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,04_6,Other housing expenses,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05,Household contents and services,AV_WKLY_AMT,,23.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05,Household contents and services,PER_HHLD_REP,,85.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05,Household contents and services,SAMPLING_ERROR,,30,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_1,"Furniture, furnishings and floor coverings",AV_WKLY_AMT,,7.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_1,"Furniture, furnishings and floor coverings",PER_HHLD_REP,,25.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_1,"Furniture, furnishings and floor coverings",SAMPLING_ERROR,,53,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_2,Household textiles,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_2,Household textiles,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_3,Household appliances,AV_WKLY_AMT,,5.90,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_3,Household appliances,PER_HHLD_REP,,25.6,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_3,Household appliances,SAMPLING_ERROR,,48,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_4,"Glassware, tableware and household utensils",AV_WKLY_AMT,,1.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_4,"Glassware, tableware and household utensils",PER_HHLD_REP,,16.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_4,"Glassware, tableware and household utensils",SAMPLING_ERROR,,53,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_5,Tools and equipment for house and garden,AV_WKLY_AMT,,2.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_5,Tools and equipment for house and garden,PER_HHLD_REP,,27.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_5,Tools and equipment for house and garden,SAMPLING_ERROR,,53,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_6,Other household supplies and services,AV_WKLY_AMT,,5.20,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_6,Other household supplies and services,PER_HHLD_REP,,69.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,05_6,Other household supplies and services,SAMPLING_ERROR,,45,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,06,Health,AV_WKLY_AMT,,12.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,06,Health,PER_HHLD_REP,,58.1,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,06,Health,SAMPLING_ERROR,,27,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,06_1,"Medical products, appliances and equipment",AV_WKLY_AMT,,4.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,06_1,"Medical products, appliances and equipment",PER_HHLD_REP,,45.8,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,06_1,"Medical products, appliances and equipment",SAMPLING_ERROR,,37,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,06_2,Out-patient services,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,06_2,Out-patient services,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,06_3,Hospital services,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,06_3,Hospital services,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07,Transport,AV_WKLY_AMT,,54.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07,Transport,PER_HHLD_REP,,93.4,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07,Transport,SAMPLING_ERROR,,26,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07_1,Purchase of vehicles,AV_WKLY_AMT,,15.40,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07_1,Purchase of vehicles,PER_HHLD_REP,,11.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07_1,Purchase of vehicles,SAMPLING_ERROR,,58,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07_2,Private transport supplies and services,AV_WKLY_AMT,,32.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07_2,Private transport supplies and services,PER_HHLD_REP,,85.9,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07_2,Private transport supplies and services,SAMPLING_ERROR,,24,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07_3,Passenger transport services,AV_WKLY_AMT,,6.60,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07_3,Passenger transport services,PER_HHLD_REP,,30.5,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,07_3,Passenger transport services,SAMPLING_ERROR,,44,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,08,Communication,AV_WKLY_AMT,,20.70,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,08,Communication,PER_HHLD_REP,,92.0,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,08,Communication,SAMPLING_ERROR,,21,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,08_1,Postal services,AV_WKLY_AMT,,1.00,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,08_1,Postal services,PER_HHLD_REP,,21.3,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,08_1,Postal services,SAMPLING_ERROR,,51,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,08_2,Telecommunication equipment,AV_WKLY_AMT,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,08_2,Telecommunication equipment,PER_HHLD_REP,,,,s,Suppressed
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,08_3,Telecommunication services,AV_WKLY_AMT,,19.10,,,
DATAFLOW,STATSNZ:HES_HES_003(1.0),Household expenditure for group and subgroup by household income group,I,2007,2007,2,Income group 2,08_3,Telecommunication services,PER_HHLD_REP,,91.5,,,
